State,Year,Month,Solar_MWh,Wind_MWh,Temp,Precip,Wind_Capacity,Solar_Capacity
CO,2011,6,669.86,2271.0,62.9,0.94,0.0,0.0
CO,2012,6,61.0,17478.0,67.9,0.42,0.0,0.0
CO,2013,6,104007.26,129.0,65.6,0.66,0.0,0.0
CO,2014,6,71888.46,78444.0,62.5,1.19,0.0,0.0
CO,2015,6,16338.16,12643.0,64.9,1.91,0.0,0.0
CO,2016,6,1236.6,1566.0,66.4,1.35,0.0,0.0
CO,2017,6,10843.46,46629.0,64.8,0.69,0.0,0.0
CO,2018,6,263.3,5134.0,66.5,0.98,0.0,0.0
CO,2019,6,327.78,571.0,60.6,1.78,0.0,0.0
CO,2020,6,2273.48,52464.0,65.0,1.15,0.0,0.0
CO,2000,7,0.15,62214.0,69.8,1.63,0.0,0.0
CO,2001,7,2556.02,11290.0,70.2,2.44,0.0,0.0
CO,2002,7,2826.38,9921.0,71.0,1.02,0.0,0.0
CO,2003,7,0.0,102.0,72.4,1.02,0.0,0.0
CO,2004,7,23226.02,261205.0,65.9,2.36,0.0,0.0
CO,2005,7,22362.45,519.0,70.0,1.05,0.0,0.0
CO,2006,7,24920.88,38285.0,69.6,3.0,0.0,0.0
CO,2007,7,44109.53,3373.0,69.7,2.0,0.0,0.0
CO,2008,7,3356.0,6557.0,69.2,1.48,0.0,0.0
CO,2009,7,2887.09,36940.0,66.9,2.31,0.0,0.0
CO,2010,7,411.48,54.0,68.6,2.46,0.0,0.0
CO,2011,7,2077.28,404174.0,70.0,2.54,0.0,0.0
CO,2012,7,2090.86,64135.0,70.6,2.27,0.0,0.0
CO,2013,7,8556.49,585.0,68.5,2.44,0.0,0.0
CO,2014,7,347275.95,147863.0,68.4,2.76,0.0,0.0
CO,2015,7,184.27,4889.0,66.6,2.37,0.0,0.0
CO,2016,7,505.54,35601.0,69.2,1.64,0.0,0.0
CO,2017,7,27.0,45.0,69.4,3.05,0.0,0.0
CO,2018,7,106084.97,137776.0,70.0,2.11,0.0,0.0
CO,2019,7,53219.01,16123.0,69.1,1.58,0.0,0.0
CO,2020,7,13483.78,3304.0,69.3,1.85,0.0,0.0
CO,2000,8,1464.4,60164.0,69.0,2.01,0.0,0.0
CO,2001,8,10122.3,7571.0,66.9,1.97,0.0,0.0
CO,2002,8,226.33,1205.0,66.8,1.49,0.0,0.0
CO,2003,8,473.72,75809.0,68.4,1.85,0.0,0.0
CO,2004,8,1981.76,63339.0,63.2,1.85,0.0,0.0
CO,2005,8,169.06,15308.0,65.0,2.23,0.0,0.0
CO,2006,8,2260.72,13530.0,65.6,2.66,0.0,0.0
CO,2007,8,2642.22,125.0,68.8,2.41,0.0,0.0
CO,2008,8,0.0,314758.0,65.7,3.14,0.0,0.0
CO,2009,8,47720.04,880.0,64.8,1.18,0.0,0.0
CO,2010,8,14716.6,39536.0,66.5,2.34,0.0,0.0
CO,2011,8,36264.72,7651.0,69.2,1.6,0.0,0.0
CO,2012,8,34308.9,7560.0,67.7,1.07,0.0,0.0
CO,2013,8,2101.0,46362.0,67.0,2.24,0.0,0.0
CO,2014,8,2494.53,71.0,64.6,2.59,0.0,0.0
CO,2015,8,300.71,322177.0,66.9,1.67,0.0,0.0
CO,2016,8,1451.14,54756.0,64.5,2.07,0.0,0.0
CO,2017,8,1666.73,552.0,64.7,1.87,0.0,0.0
CO,2018,8,14886.14,154287.0,66.2,1.45,0.0,0.0
CO,2019,8,348772.12,6519.0,68.3,1.47,0.0,0.0
CO,2020,8,161.64,28446.0,70.0,0.81,0.0,0.0
CO,2000,9,548.72,68.0,59.4,1.35,0.0,0.0
CO,2001,9,23.0,126154.0,60.3,1.04,0.0,0.0
CO,2002,9,91628.49,21563.0,58.4,2.1,0.0,0.0
CO,2003,9,64635.97,22676.0,56.7,1.44,0.0,0.0
CO,2004,9,14627.24,52942.0,57.7,2.17,0.0,0.0
CO,2005,9,2038.01,8410.0,60.2,1.35,0.0,0.0
CO,2006,9,10978.97,1597.0,53.5,2.19,0.0,0.0
CO,2007,9,209.61,73656.0,59.7,1.8,0.0,0.0
CO,2008,9,658.59,68680.0,57.3,1.1,0.0,0.0
CO,2009,9,1763.37,26241.0,57.6,1.46,0.0,0.0
CO,2010,9,317.39,13352.0,61.2,0.73,0.0,0.0
CO,2011,9,2836.15,181.0,58.5,1.27,0.0,0.0
CO,2012,9,2228.75,348445.0,59.5,1.29,0.0,0.0
CO,2013,9,91.55,1160.0,60.7,3.88,0.0,0.0
CO,2014,9,10329.8,44419.0,60.0,2.08,0.0,0.0
CO,2015,9,21969.56,7341.0,62.6,0.76,0.0,0.0
CO,2016,9,24877.54,12384.0,59.7,1.0,0.0,0.0
CO,2017,9,42362.71,50111.0,59.1,1.98,0.0,0.0
CO,2018,9,3653.23,97.0,61.9,0.66,0.0,0.0
CO,2019,9,1629.78,216859.0,62.9,0.71,0.0,0.0
CO,2020,9,370.71,58378.0,58.8,0.98,0.0,0.0
CO,2000,10,3423.51,432.0,47.4,1.76,0.0,0.0
CO,2001,10,689.99,225730.0,47.9,0.65,0.0,0.0
CO,2002,10,7891.89,11643.0,43.2,1.62,0.0,0.0
CO,2003,10,309823.86,36127.0,51.5,0.37,0.0,0.0
CO,2004,10,103.46,175.0,46.8,1.47,0.0,0.0
CO,2005,10,463.61,199467.0,48.3,2.33,0.0,0.0
CO,2006,10,44.0,22005.0,44.9,2.83,0.0,0.0
CO,2007,10,114721.46,26809.0,48.3,1.13,0.0,0.0
CO,2008,10,130177.71,69877.0,47.6,1.27,0.0,0.0
CO,2009,10,16725.02,15385.0,40.8,2.1,0.0,0.0
CO,2010,10,2809.8,2196.0,49.2,1.41,0.0,0.0
CO,2011,10,15152.72,80210.0,47.1,1.66,0.0,0.0
CO,2012,10,288.99,88232.0,46.5,0.72,0.0,0.0
CO,2013,10,956.22,36952.0,44.2,1.51,0.0,0.0
CO,2014,10,2560.26,13912.0,49.9,1.08,0.0,0.0
CO,2015,10,460.82,542.0,51.4,1.82,0.0,0.0
CO,2016,10,4463.63,324762.0,51.8,0.49,0.0,0.0
CO,2017,10,3513.39,1166.0,46.7,0.93,0.0,0.0
CO,2018,10,132.93,49375.0,45.0,2.39,0.0,0.0
CO,2019,10,17305.37,13274.0,40.9,0.97,0.0,0.0
CO,2020,10,22618.86,18054.0,47.1,0.62,0.0,0.0
CO,2000,11,26862.5,98032.0,27.2,0.83,0.0,0.0
CO,2001,11,51496.83,79.0,37.9,1.2,0.0,0.0
CO,2002,11,3761.66,214205.0,33.7,0.98,0.0,0.0
CO,2003,11,2353.2,56789.0,33.0,1.34,0.0,0.0
CO,2004,11,759.24,413.0,33.8,1.69,0.0,0.0
CO,2005,11,3539.1,163125.0,37.5,0.89,0.0,0.0
CO,2006,11,1001.8,64946.0,36.5,0.8,0.0,0.0
CO,2007,11,10126.86,105494.0,38.0,0.4,0.0,0.0
CO,2008,11,432642.62,263.0,38.3,0.92,0.0,0.0
CO,2009,11,127.14,145038.0,37.8,0.61,0.0,0.0
CO,2010,11,673.13,22657.0,33.6,0.95,0.0,0.0
CO,2011,11,54.0,26048.0,34.9,0.99,0.0,0.0
CO,2012,11,139816.69,87893.0,39.4,0.44,0.0,0.0
CO,2013,11,228316.16,13271.0,35.2,1.15,0.0,0.0
CO,2014,11,20748.06,1788.0,33.4,1.12,0.0,0.0
CO,2015,11,3633.05,103398.0,34.6,1.69,0.0,0.0
CO,2016,11,19595.39,70034.0,40.2,0.92,0.0,0.0
CO,2017,11,373.67,35981.0,41.3,0.52,0.0,0.0
CO,2018,11,1340.54,14759.0,32.5,0.87,0.0,0.0
CO,2019,11,3589.29,291.0,35.2,1.11,0.0,0.0
CO,2020,11,825.13,541119.0,38.5,0.85,0.0,0.0
CO,2000,12,6759.78,1243.0,25.7,0.82,0.0,0.0
CO,2001,12,4542.78,31382.0,26.4,0.65,0.0,0.0
CO,2002,12,186.35,7811.0,27.6,0.64,0.0,0.0
CO,2003,12,23905.5,21659.0,28.6,0.91,0.0,0.0
CO,2004,12,35245.89,98129.0,28.4,0.77,0.0,0.0
CO,2005,12,34032.12,87.0,26.0,1.01,0.0,0.0
CO,2006,12,63155.9,280786.0,26.8,1.51,0.0,0.0
CO,2007,12,5739.23,73840.0,22.4,2.58,0.0,0.0
CO,2008,12,3270.75,233.0,25.3,1.83,0.0,0.0
CO,2009,12,1292.76,243966.0,20.4,1.3,0.0,0.0
CO,2010,12,5390.49,14353.0,31.1,1.65,0.0,0.0
CO,2011,12,1404.45,19461.0,24.4,0.91,0.0,0.0
CO,2012,12,15074.71,88246.0,25.9,1.31,0.0,0.0
CO,2013,12,619399.01,268.0,23.7,0.82,0.0,0.0
CO,2014,12,152.66,198924.0,27.9,1.31,0.0,0.0
CO,2015,12,943.67,46653.0,25.8,1.47,0.0,0.0
CO,2016,12,64.0,28132.0,25.2,1.65,0.0,0.0
CO,2017,12,159315.12,28385.0,30.1,0.4,0.0,0.0
CO,2018,12,239255.36,0.0,26.6,0.75,0.0,0.0
CO,2019,12,20146.63,132626.0,28.1,1.27,0.0,0.0
CO,2020,12,3117.38,59101.0,26.8,0.97,0.0,0.0
CT,2000,1,16813.05,1590.0,24.6,3.45,0.0,0.0
CT,2001,1,320.63,171167.0,25.8,2.45,0.0,0.0
CT,2002,1,1447.33,112210.0,33.3,1.94,0.0,0.0
CT,2003,1,3875.22,37424.0,21.4,2.65,0.0,0.0
CT,2004,1,890.87,12292.0,18.7,1.89,0.0,0.0
CT,2005,1,7282.48,7390.0,24.3,4.85,0.0,0.0
CT,2006,1,3897.98,534742.0,33.7,5.91,0.0,0.0
CT,2007,1,201.2,917.0,31.3,3.43,0.0,0.0
CT,2008,1,20738.87,151245.0,29.7,2.45,0.0,0.0
CT,2009,1,48806.96,10654.0,21.0,3.0,0.0,0.0
CT,2010,1,32651.27,23878.0,27.0,2.94,0.0,0.0
CT,2011,1,72939.79,104063.0,23.2,3.36,0.0,0.0
CT,2012,1,7773.64,71.0,31.7,2.86,0.0,0.0
CT,2013,1,3526.56,215087.0,28.8,1.72,0.0,0.0
CT,2014,1,1363.12,77504.0,23.6,2.8,0.0,0.0
CT,2015,1,7309.62,184.0,23.3,3.47,0.0,0.0
CT,2016,1,1516.33,204148.0,29.7,2.14,0.0,0.0
CT,2017,1,12278.38,10063.0,32.7,3.56,0.0,0.0
CT,2018,1,666738.79,18155.0,25.4,3.86,0.0,0.0
CT,2019,1,172.16,67457.0,27.0,5.9,0.0,0.0
CT,2020,1,1018.85,200.0,33.3,2.05,0.0,0.0
CT,2000,2,80.0,175065.0,31.3,2.59,0.0,0.0
CT,2001,2,180304.39,48236.0,29.5,2.56,0.0,0.0
CT,2002,2,267356.38,31913.0,34.1,1.67,0.0,0.0
CT,2003,2,24829.62,21450.0,23.8,3.82,0.0,0.0
CT,2004,2,4582.99,0.0,28.5,2.17,0.0,0.0
CT,2005,2,24730.35,107996.0,29.7,2.49,0.0,0.0
CT,2006,2,471.37,60829.0,29.5,2.48,0.0,0.0
CT,2007,2,1639.09,1293.0,23.3,2.01,0.0,0.0
CT,2008,2,4388.66,130034.0,29.8,8.34,0.0,0.0
CT,2009,2,1008.9,69266.0,30.2,1.48,0.0,0.0
CT,2010,2,8214.53,38196.0,29.8,4.51,0.0,0.0
CT,2011,2,5730.59,12310.0,27.1,3.84,0.0,0.0
CT,2012,2,227.85,4979.0,35.0,1.09,0.0,0.0
CT,2013,2,31851.27,425149.0,29.2,3.62,0.0,0.0
CT,2014,2,44274.6,947.0,25.0,3.42,0.0,0.0
CT,2015,2,36823.88,80937.0,15.8,2.01,0.0,0.0
CT,2016,2,79040.59,8950.0,32.0,4.94,0.0,0.0
CT,2017,2,6963.67,23127.0,34.6,2.14,0.0,0.0
CT,2018,2,3979.21,88413.0,35.7,5.28,0.0,0.0
CT,2019,2,1533.81,72.0,30.2,3.01,0.0,0.0
CT,2020,2,6588.16,388563.0,34.1,3.25,0.0,0.0
CT,2000,3,187.44,87937.0,41.9,4.11,0.0,0.0
CT,2001,3,1717.24,207.0,34.1,7.68,0.0,0.0
CT,2002,3,14858.25,251420.0,38.6,4.12,0.0,0.0
CT,2003,3,752706.49,18481.0,36.0,4.3,0.0,0.0
CT,2004,3,192.85,23334.0,38.0,2.97,0.0,0.0
CT,2005,3,1153.83,93808.0,32.3,4.01,0.0,0.0
CT,2006,3,57.0,206.0,36.7,0.72,0.0,0.0
CT,2007,3,199431.47,193921.0,35.1,5.24,0.0,0.0
CT,2008,3,355785.46,32499.0,36.5,5.51,0.0,0.0
CT,2009,3,25330.12,31600.0,36.8,2.35,0.0,0.0
CT,2010,3,4627.36,23493.0,43.0,9.95,0.0,0.0
CT,2011,3,24970.97,1833.0,37.0,4.74,0.0,0.0
CT,2012,3,475.93,144867.0,45.8,1.3,0.0,0.0
CT,2013,3,1892.76,54041.0,36.0,2.35,0.0,0.0
CT,2014,3,5067.85,1320.0,30.6,4.22,0.0,0.0
CT,2015,3,1165.04,163978.0,31.0,3.05,0.0,0.0
CT,2016,3,9571.54,69757.0,43.2,2.16,0.0,0.0
CT,2017,3,5786.06,39028.0,33.4,3.33,0.0,0.0
CT,2018,3,263.12,16452.0,36.4,3.47,0.0,0.0
CT,2019,3,33836.21,6062.0,35.0,2.76,0.0,0.0
CT,2020,3,45640.25,552254.0,41.7,3.86,0.0,0.0
CT,2000,4,35900.6,1080.0,46.1,5.02,0.0,0.0
CT,2001,4,80281.45,85225.0,47.9,1.59,0.0,0.0
CT,2002,4,7172.25,9827.0,50.1,3.75,0.0,0.0
CT,2003,4,4538.09,16268.0,44.5,3.28,0.0,0.0
CT,2004,4,1954.51,51098.0,48.0,7.02,0.0,0.0
CT,2005,4,6796.19,73.0,49.3,5.5,0.0,0.0
CT,2006,4,216.45,430048.0,49.0,4.84,0.0,0.0
CT,2007,4,1982.99,89972.0,44.8,8.57,0.0,0.0
CT,2008,4,16407.91,354.0,49.6,3.58,0.0,0.0
CT,2009,4,870685.02,251084.0,49.3,3.95,0.0,0.0
CT,2010,4,206.05,15557.0,52.0,1.7,0.0,0.0
CT,2011,4,1332.4,29412.0,48.9,5.52,0.0,0.0
CT,2012,4,52.0,97370.0,49.7,3.0,0.0,0.0
CT,2013,4,193730.76,228.0,47.3,1.49,0.0,0.0
CT,2014,4,344616.75,199156.0,46.7,4.38,0.0,0.0
CT,2015,4,24197.48,38448.0,47.0,2.74,0.0,0.0
CT,2016,4,4317.27,32038.0,46.8,2.86,0.0,0.0
CT,2017,4,23301.06,25140.0,51.8,4.71,0.0,0.0
CT,2018,4,444.04,1842.0,43.4,5.39,0.0,0.0
CT,2019,4,1761.89,139947.0,49.1,7.32,0.0,0.0
CT,2020,4,4717.45,54914.0,44.6,5.19,0.0,0.0
CT,2000,5,1084.48,1327.0,57.9,4.49,0.0,0.0
CT,2001,5,9322.7,175018.0,58.9,4.11,0.0,0.0
CT,2002,5,5398.32,66335.0,55.1,5.21,0.0,0.0
CT,2003,5,244.92,31489.0,55.0,4.72,0.0,0.0
CT,2004,5,33915.08,13265.0,59.9,3.59,0.0,0.0
CT,2005,5,44007.93,5469.0,53.1,2.59,0.0,0.0
CT,2006,5,35169.93,604827.0,57.2,7.17,0.0,0.0
CT,2007,5,62401.05,908.0,59.6,1.88,0.0,0.0
CT,2008,5,6869.38,76677.0,55.1,2.66,0.0,0.0
CT,2009,5,4220.5,12056.0,57.8,3.91,0.0,0.0
CT,2010,5,1844.47,13432.0,60.9,2.94,0.0,0.0
CT,2011,5,6538.72,65377.0,59.7,4.87,0.0,0.0
CT,2012,5,201.49,68.0,61.6,3.94,0.0,0.0
CT,2013,5,1845.89,577243.0,58.2,4.47,0.0,0.0
CT,2014,5,17162.44,62426.0,58.3,4.79,0.0,0.0
CT,2015,5,828847.27,3241.0,62.7,1.21,0.0,0.0
CT,2016,5,187.99,239314.0,58.4,3.33,0.0,0.0
CT,2017,5,1240.28,15703.0,56.7,5.35,0.0,0.0
CT,2018,5,105.0,20820.0,62.2,2.67,0.0,0.0
CT,2019,5,189527.49,65885.0,57.1,4.82,0.0,0.0
CT,2020,5,471246.48,171.0,56.5,2.69,0.0,0.0
CT,2000,6,24237.9,202097.0,66.0,6.22,0.0,0.0
CT,2001,6,4371.26,34081.0,68.1,6.4,0.0,0.0
CT,2002,6,21162.13,35807.0,65.5,5.03,0.0,0.0
CT,2003,6,403.44,21567.0,64.7,7.18,0.0,0.0
CT,2004,6,2043.8,1734.0,65.0,1.99,0.0,0.0
CT,2005,6,5472.27,93485.0,69.6,2.39,0.0,0.0
CT,2006,6,1258.01,42063.0,67.1,9.21,0.0,0.0
CT,2007,6,11170.32,1249.0,66.6,3.54,0.0,0.0
CT,2008,6,4904.79,140594.0,68.6,4.69,0.0,0.0
CT,2009,6,284.11,70888.0,64.0,6.94,0.0,0.0
CT,2010,6,31695.13,26927.0,68.9,3.36,0.0,0.0
CT,2011,6,38366.02,14140.0,66.9,6.15,0.0,0.0
CT,2012,6,34577.71,3537.0,66.4,4.3,0.0,0.0
CT,2013,6,62454.94,631820.0,67.7,10.6,0.0,0.0
CT,2014,6,6027.09,838.0,66.8,2.41,0.0,0.0
CT,2015,6,4884.18,72614.0,65.3,6.35,0.0,0.0
CT,2016,6,2481.86,8323.0,67.4,1.78,0.0,0.0
CT,2017,6,5729.93,13260.0,67.0,3.54,0.0,0.0
CT,2018,6,233.72,58789.0,66.4,3.79,0.0,0.0
CT,2019,6,2141.24,46.0,66.5,3.42,0.0,0.0
CT,2020,6,17706.66,595602.0,68.7,2.47,0.0,0.0
CT,2000,7,944091.74,72703.0,67.8,6.23,0.0,0.0
CT,2001,7,185.53,9455.0,68.2,2.19,0.0,0.0
CT,2002,7,1438.73,132156.0,72.8,2.59,0.0,0.0
CT,2003,7,87.0,14380.0,71.5,3.01,0.0,0.0
CT,2004,7,201620.36,14134.0,70.0,4.54,0.0,0.0
CT,2005,7,459753.45,68982.0,72.4,3.62,0.0,0.0
CT,2006,7,22414.93,87.0,74.1,3.15,0.0,0.0
CT,2007,7,4566.47,115997.0,70.9,4.94,0.0,0.0
CT,2008,7,17217.42,28774.0,73.3,5.66,0.0,0.0
CT,2009,7,421.46,26692.0,68.7,8.82,0.0,0.0
CT,2010,7,2036.59,15684.0,75.1,3.53,0.0,0.0
CT,2011,7,5452.95,1163.0,74.1,2.17,0.0,0.0
CT,2012,7,1253.57,101979.0,74.1,3.78,0.0,0.0
CT,2013,7,11091.03,33010.0,75.9,3.67,0.0,0.0
CT,2014,7,9081.81,838.0,71.9,4.84,0.0,0.0
CT,2015,7,283.11,123136.0,72.2,2.81,0.0,0.0
CT,2016,7,35528.28,69737.0,74.1,3.32,0.0,0.0
CT,2017,7,42944.02,18696.0,71.5,4.38,0.0,0.0
CT,2018,7,33087.25,8932.0,74.0,5.32,0.0,0.0
CT,2019,7,62074.0,2141.0,74.9,4.2,0.0,0.0
CT,2020,7,6541.48,487897.0,75.9,3.06,0.0,0.0
CT,2000,8,4849.23,388.0,67.9,3.42,0.0,0.0
CT,2001,8,2412.43,59248.0,72.8,3.84,0.0,0.0
CT,2002,8,6257.66,5065.0,71.9,3.62,0.0,0.0
CT,2003,8,232.9,5947.0,72.2,5.04,0.0,0.0
CT,2004,8,2133.68,38897.0,69.6,5.52,0.0,0.0
CT,2005,8,14882.95,47.0,73.0,2.05,0.0,0.0
CT,2006,8,948778.66,538019.0,69.8,5.26,0.0,0.0
CT,2007,8,191.63,58103.0,70.3,2.25,0.0,0.0
CT,2008,8,2380.01,15196.0,67.8,3.95,0.0,0.0
CT,2009,8,70.0,113238.0,71.7,3.76,0.0,0.0
CT,2010,8,274208.21,10188.0,71.0,3.58,0.0,0.0
CT,2011,8,408142.7,12560.0,70.8,11.56,0.0,0.0
CT,2012,8,23255.21,62719.0,72.0,3.85,0.0,0.0
CT,2013,8,4641.9,138.0,68.7,3.92,0.0,0.0
CT,2014,8,19093.9,124121.0,68.4,3.05,0.0,0.0
CT,2015,8,428.42,25282.0,72.0,2.14,0.0,0.0
CT,2016,8,2144.65,23821.0,73.9,3.7,0.0,0.0
CT,2017,8,5742.29,19305.0,69.1,2.62,0.0,0.0
CT,2018,8,1320.08,1187.0,74.3,5.68,0.0,0.0
CT,2019,8,12745.47,79739.0,70.6,3.96,0.0,0.0
CT,2020,8,7942.46,45766.0,72.8,2.43,0.0,0.0
CT,2000,9,298.13,855.0,61.2,4.14,0.0,0.0
CT,2001,9,40423.55,124905.0,62.5,3.93,0.0,0.0
CT,2002,9,40971.34,69988.0,64.8,4.82,0.0,0.0
CT,2003,9,37678.7,19329.0,63.3,7.7,0.0,0.0
CT,2004,9,71700.87,9720.0,63.8,8.39,0.0,0.0
CT,2005,9,5541.93,2747.0,66.0,2.39,0.0,0.0
CT,2006,9,4997.81,472041.0,61.2,3.0,0.0,0.0
CT,2007,9,2135.88,590.0,64.6,1.79,0.0,0.0
CT,2008,9,5064.69,80800.0,63.3,9.06,0.0,0.0
CT,2009,9,245.26,5359.0,61.0,1.98,0.0,0.0
CT,2010,9,2246.9,7638.0,65.6,2.62,0.0,0.0
CT,2011,9,13732.26,31665.0,66.4,7.78,0.0,0.0
CT,2012,9,987533.41,40.0,63.3,5.41,0.0,0.0
CT,2013,9,250.53,500325.0,61.4,2.84,0.0,0.0
CT,2014,9,2506.3,50518.0,63.6,1.39,0.0,0.0
CT,2015,9,74.0,13704.0,67.8,3.62,0.0,0.0
CT,2016,9,184792.01,93491.0,66.2,1.92,0.0,0.0
CT,2017,9,409233.07,12229.0,66.0,2.3,0.0,0.0
CT,2018,9,15963.93,10335.0,66.1,8.56,0.0,0.0
CT,2019,9,2976.01,53546.0,63.2,1.86,0.0,0.0
CT,2020,9,7885.83,143.0,63.6,2.16,0.0,0.0
CT,2000,10,4677.9,97941.0,51.1,1.14,0.0,0.0
CT,2001,10,1762.62,23927.0,52.7,1.26,0.0,0.0
CT,2002,10,4719.4,23045.0,49.6,4.3,0.0,0.0
CT,2003,10,9934.54,17875.0,49.3,6.07,0.0,0.0
CT,2004,10,10450.67,1027.0,50.9,2.21,0.0,0.0
CT,2005,10,5685.25,61185.0,52.7,15.92,0.0,0.0
CT,2006,10,245.03,37746.0,51.0,7.06,0.0,0.0
CT,2007,10,30437.64,740.0,57.8,3.76,0.0,0.0
CT,2008,10,30819.15,94703.0,50.0,3.04,0.0,0.0
CT,2009,10,28344.95,72941.0,49.5,6.08,0.0,0.0
CT,2010,10,48984.94,17602.0,52.8,5.47,0.0,0.0
CT,2011,10,4107.72,11282.0,53.4,5.6,0.0,0.0
CT,2012,10,4039.06,1628.0,54.7,4.36,0.0,0.0
CT,2013,10,2125.89,358144.0,53.4,1.36,0.0,0.0
CT,2014,10,3791.98,780.0,54.1,4.67,0.0,0.0
CT,2015,10,201.57,52627.0,51.4,3.31,0.0,0.0
CT,2016,10,1846.65,3677.0,53.5,3.88,0.0,0.0
CT,2017,10,9057.97,7324.0,58.6,8.26,0.0,0.0
CT,2018,10,824352.18,36661.0,52.3,4.99,0.0,0.0
CT,2019,10,167.57,49.0,53.6,7.19,0.0,0.0
CT,2020,10,2059.84,401760.0,53.4,5.33,0.0,0.0
CT,2000,11,41.0,55642.0,40.5,3.71,0.0,0.0
CT,2001,11,182342.21,11358.0,45.3,1.08,0.0,0.0
CT,2002,11,435205.31,140942.0,40.0,5.68,0.0,0.0
CT,2003,11,15976.33,9084.0,43.8,3.17,0.0,0.0
CT,2004,11,0.0,14572.0,41.9,3.95,0.0,0.0
CT,2005,11,3045.51,78541.0,43.0,4.64,0.0,0.0
CT,2006,11,9000.2,156.0,46.3,6.08,0.0,0.0
CT,2007,11,5981.85,132906.0,39.9,3.16,0.0,0.0
CT,2008,11,1781.89,34494.0,40.5,3.67,0.0,0.0
CT,2009,11,4771.01,26224.0,46.0,2.74,0.0,0.0
CT,2010,11,11021.18,18125.0,41.9,3.38,0.0,0.0
CT,2011,11,12548.72,1254.0,45.9,3.57,0.0,0.0
CT,2012,11,4773.22,83796.0,39.4,0.8,0.0,0.0
CT,2013,11,247.7,46756.0,39.8,3.7,0.0,0.0
CT,2014,11,34696.09,903.0,39.7,4.16,0.0,0.0
CT,2015,11,21744.21,109432.0,46.1,2.23,0.0,0.0
CT,2016,11,28034.75,71623.0,43.5,3.24,0.0,0.0
CT,2017,11,48488.94,21730.0,41.0,1.62,0.0,0.0
CT,2018,11,2865.89,10905.0,39.1,8.09,0.0,0.0
CT,2019,11,4021.17,3564.0,38.1,2.87,0.0,0.0
CT,2020,11,2218.34,500812.0,45.7,4.57,0.0,0.0
CT,2000,12,2675.75,881.0,26.1,4.22,0.0,0.0
CT,2001,12,487.77,48994.0,37.1,2.45,0.0,0.0
CT,2002,12,115.0,6835.0,29.8,4.69,0.0,0.0
CT,2003,12,1866.84,9568.0,32.4,5.18,0.0,0.0
CT,2004,12,13832.65,38238.0,30.8,4.37,0.0,0.0
CT,2005,12,850021.34,70.0,28.7,4.23,0.0,0.0
CT,2006,12,162.42,396276.0,38.0,2.13,0.0,0.0
CT,2007,12,2082.37,98639.0,30.2,4.97,0.0,0.0
CT,2008,12,34.0,7157.0,32.2,6.92,0.0,0.0
CT,2009,12,185578.77,209149.0,30.1,5.49,0.0,0.0
CT,2010,12,388107.97,14929.0,28.2,4.56,0.0,0.0
CT,2011,12,15613.49,27617.0,36.9,4.53,0.0,0.0
CT,2012,12,632.71,104837.0,35.9,4.7,0.0,0.0
CT,2013,12,2803.73,275.0,31.0,3.65,0.0,0.0
CT,2014,12,10503.03,193020.0,35.4,4.88,0.0,0.0
CT,2015,12,7968.55,21427.0,43.5,4.14,0.0,0.0
CT,2016,12,1675.47,34293.0,32.6,3.46,0.0,0.0
CT,2017,12,2690.0,22430.0,28.7,2.29,0.0,0.0
CT,2018,12,5853.03,1780.0,33.8,5.06,0.0,0.0
CT,2019,12,14693.58,106865.0,31.7,6.6,0.0,0.0
CT,2020,12,5351.51,67554.0,33.8,6.48,0.0,0.0
DE,2000,1,215.12,1282.0,33.3,3.33,0.0,0.0
DE,2001,1,38680.99,153335.0,33.1,3.06,0.0,0.0
DE,2002,1,29323.31,85715.0,40.0,2.5,0.0,0.0
DE,2003,1,25934.45,37036.0,29.6,1.59,0.0,0.0
DE,2004,1,51628.08,13120.0,28.8,2.31,0.0,0.0
DE,2005,1,3237.19,4620.0,34.3,4.39,0.0,0.0
DE,2006,1,2590.68,668659.0,42.1,3.91,0.0,0.0
DE,2007,1,1626.29,1360.0,40.1,3.95,0.0,0.0
DE,2008,1,3162.32,62996.0,36.7,1.86,0.0,0.0
DE,2009,1,873.14,10374.0,30.7,2.36,0.0,0.0
DE,2010,1,316.36,19314.0,33.4,2.85,0.0,0.0
DE,2011,1,902.72,78001.0,30.3,3.18,0.0,0.0
DE,2012,1,14819.19,79.0,39.3,2.12,0.0,0.0
DE,2013,1,816253.85,291930.0,37.4,3.03,0.0,0.0
DE,2014,1,106.84,70741.0,30.0,3.09,0.0,0.0
DE,2015,1,1334.34,7659.0,32.1,4.96,0.0,0.0
DE,2016,1,31.0,181169.0,34.3,2.67,0.0,0.0
DE,2017,1,188991.18,21071.0,39.1,3.0,0.0,0.0
DE,2018,1,435554.99,28312.0,32.8,2.98,0.0,0.0
DE,2019,1,17709.88,102331.0,35.3,3.45,0.0,0.0
DE,2020,1,659.21,132.0,40.3,3.2,0.0,0.0
DE,2000,2,3287.93,183225.0,39.2,2.12,0.0,0.0
DE,2001,2,15411.14,46078.0,38.6,2.94,0.0,0.0
DE,2002,2,7958.53,30900.0,40.9,0.69,0.0,0.0
DE,2003,2,1940.58,23278.0,32.1,6.25,0.0,0.0
DE,2004,2,3350.61,2010.0,36.1,2.21,0.0,0.0
